GLOBAL_ID,processed_txt,travel_mode,sentiment,reasoning,model
2167,"manhattan. ( mta subway 42nd st and bryant park (b and d and f and m and 7) in new york, ny) https: and and t.co and obc4bjdj1e",Subway,Positive,"The tweet mentions the MTA subway lines and the station, indicating a positive sentiment towards public transportation.",llama2
2167,"manhattan. ( mta subway 42nd st and bryant park (b and d and f and m and 7) in new york, ny) https: and and t.co and obc4bjdj1e",Subway,Neutral,"The tweet is about the subway system in Manhattan, including the 42nd Street and Bryant Park stations.",mistral
2167,"manhattan. ( mta subway 42nd st and bryant park (b and d and f and m and 7) in new york, ny) https: and and t.co and obc4bjdj1e",Subway,Neutral,Tweet mentions a subway station in Manhattan.,openai
2168,"i once woke up at 9 on my day off because my friend insisted on getting coffee at 10 then waited 2hrs because he was running late and wanted to walk instead of taking the train claiming it would take the same amount of time. i looked it up, told him it would not, he still walked",Bus,Negative,The friend was incorrect about the travel time and caused unnecessary delay.,llama2
2168,"i once woke up at 9 on my day off because my friend insisted on getting coffee at 10 then waited 2hrs because he was running late and wanted to walk instead of taking the train claiming it would take the same amount of time. i looked it up, told him it would not, he still walked",Unknown,Negative,"The friend was late and insisted on walking instead of taking the train, which took longer than expected.",mistral
2168,"i once woke up at 9 on my day off because my friend insisted on getting coffee at 10 then waited 2hrs because he was running late and wanted to walk instead of taking the train claiming it would take the same amount of time. i looked it up, told him it would not, he still walked",Unknown,Negative,Friend insisted on walking instead of taking the train.,openai
2169,i think this is the first time i have seen a message about train on a highway https: and and t.co and vqiir7jaoq,Unknown,Positive,The tweet is curious about a message about a train on a highway.,llama2
2169,i think this is the first time i have seen a message about train on a highway https: and and t.co and vqiir7jaoq,Car,Neutral,The tweet is about a message on a highway.,mistral
2169,i think this is the first time i have seen a message about train on a highway https: and and t.co and vqiir7jaoq,Unknown,Neutral,No mention of travel mode or sentiment.,openai
2170,the train holy f train why never make the whole ride ?? on the weekend?,Subway,Negative,The train never makes the whole ride on weekends.,llama2
2170,the train holy f train why never make the whole ride ?? on the weekend?,Subway,Negative,The subway train was not running on the weekend.,mistral
2170,the train holy f train why never make the whole ride ?? on the weekend?,Unknown,,,openai
2171,loving the bde being color coordinated with the 7th av subway station,Subway,Positive,The user is enjoying the color coordination between the subway station and the BDE (Brighten Downtown East) initiative.,llama2
2171,loving the bde being color coordinated with the 7th av subway station,Subway,Positive,The color coordination of the BDE with the 7th av subway station is appreciated.,mistral
2171,loving the bde being color coordinated with the 7th av subway station,Subway,Positive,Enjoying the color coordination of the subway station.,openai
2172,hi! just wondering if the q train is running dekalb ave?,Subway,Neutral,The tweet is asking for information about the Q train's running status.,llama2
2172,hi! just wondering if the q train is running dekalb ave?,Subway,Neutral,The tweet is asking about the status of the Q train on Dekalb Ave.,mistral
2172,hi! just wondering if the q train is running dekalb ave?,Subway,Neutral,Asking about the status of the Q train.,openai
2173,that will happen when you drive the train through a wall,Subway,Negative,The tweet suggests that driving a train through a wall is impossible and likely dangerous.,llama2
2173,that will happen when you drive the train through a wall,Subway,Negative,The subway train was damaged by a wall.,mistral
2173,that will happen when you drive the train through a wall,Unknown,,,openai
2174,"i am at mta e train shuttle bus in queens, ny https: and and t.co and 9jfllil5wj",Subway,Neutral,"The tweet mentions the E train shuttle bus in Queens, indicating a mode of public transportation.",llama2
2174,"i am at mta e train shuttle bus in queens, ny https: and and t.co and 9jfllil5wj",Bus,Neutral,"The tweet is about a bus shuttle at MTA in Queens, NY.",mistral
2174,"i am at mta e train shuttle bus in queens, ny https: and and t.co and 9jfllil5wj",Bus,Neutral,"Mentioned being at MTA bus in Queens, NY.",openai
2175,"this is a mask bound mask train. the next stop is mask. stand clear of the closing mask, please. https: and and t.co and 06hh2grsn6",Subway,Neutral,The tweet is about a train announcement with a mix of positive and neutral words.,llama2
2175,"this is a mask bound mask train. the next stop is mask. stand clear of the closing mask, please. https: and and t.co and 06hh2grsn6",Subway,Neutral,The tweet is about a mask-bound subway train.,mistral
2175,"this is a mask bound mask train. the next stop is mask. stand clear of the closing mask, please. https: and and t.co and 06hh2grsn6",Subway,Neutral,Tweet is informing about a subway train.,openai
2176,not me pushing my stomach out for a seat on the train,Subway,Negative,"The tweet mentions someone pushing their stomach out for a seat on a crowded train, indicating discomfort and frustration.",llama2
2176,not me pushing my stomach out for a seat on the train,Subway,Negative,The tweet is about someone being uncomfortable with the seating arrangements on the subway.,mistral
2176,not me pushing my stomach out for a seat on the train,Subway,Negative,The tweet expresses frustration with having to push out their stomach for a seat.,openai
2177,"f train. ( mta subway lexington ave and 53rd st (e and m and 6) in new york, ny) https: and and t.co and bu1njjpdhf",Subway,Positive,"The tweet mentions the F train and its location, indicating a positive sentiment.",llama2
2177,"f train. ( mta subway lexington ave and 53rd st (e and m and 6) in new york, ny) https: and and t.co and bu1njjpdhf",Subway,Negative,The f train was delayed due to a mechanical issue.,mistral
2177,"f train. ( mta subway lexington ave and 53rd st (e and m and 6) in new york, ny) https: and and t.co and bu1njjpdhf",Subway,Neutral,Tweet does not express sentiment about subway.,openai
