Unnamed: 0,GLOBAL_ID,LOCAL_ID,processed_txt,date,_date_,WoY,travel_mode,sentiment,reasoning
2312,2312,4619,"love having to distract the kids whose field trip i am chaperoning while some dude lights up his crack pipe behind us on the are train after every hit he keeps standing up and yelling ""who am i fighting??""",2021-08-05 19:16:25+00:00,2021-08-05,2021-31,Subway,Negative,The tweet mentions a disturbing incident on the subway involving drug use and aggressive behavior.
2313,2313,4621,"so your paratransit unit decided that i, a woman who the state declared is physically disabled is not disabled. i now have to appeal this aar decision. thanks mta for making my already hard life harder.",2021-08-05 18:54:15+00:00,2021-08-05,2021-31,Unknown,Negative,The tweet expresses frustration with the MTA's decision regarding paratransit services.
2314,2314,4622,i are not with all this train and walking shit. there is no parking either . left the car because the parking is driving me insane. people have cars and rather take trains here,2021-08-05 18:25:42+00:00,2021-08-05,2021-31,Unknown,Negative,The speaker is unhappy with the lack of parking options and prefers to use their car.
2315,2315,4625,"whenever i feel like i am letting people down, i am reminded that i will never be as big a disappointment as the are train and i feel a lot better",2021-08-05 18:02:16+00:00,2021-08-05,2021-31,Subway,Positive,The tweet expresses a positive sentiment towards the NYC subway system.
2316,2316,4627,not this bushwick couple with their dog in a fucking stroller on the m train,2021-08-05 17:33:22+00:00,2021-08-05,2021-31,Subway,Negative,The writer is frustrated with a couple and their dog on the subway.
2317,2317,4628,so is this what you train your servers to note on the tickets. wow i will be thinking twice before visiting your establishment again.,2021-08-05 17:19:42+00:00,2021-08-05,2021-31,Unknown,Negative,The tweet expresses disappointment and frustration with the train ticketing system.
2318,2318,4629,". hospitality never ceases to amaze. this morning, ticket snafu in buf + desk attendant unable to print out. they let me on train, then printed ticket in roc + hand delivered. now complimentary charge ports in nyc nj for weekend then to ! https: and and t.co and xjcty7f4kk",2021-08-05 17:13:51+00:00,2021-08-05,2021-31,Unknown,Positive,The Twitter user received exceptional customer service from a train desk attendant and ticket agents.
2319,2319,4632,i like to know how come there are no seats here at jamaica station? i just ran into an elderly couple and they were looking for seats. i actually walked up and down the platform just to find a seat for them. so what you are telling me is they have to stand?,2021-08-05 16:55:46+00:00,2021-08-05,2021-31,Subway,Positive,"The tweet expresses surprise and concern about the lack of seats at Jamaica station, and the writer's kindness in helping an elderly couple find a seat."
2320,2320,4633,this what i believe to be bangladeshi or indian guy on the subway platform is gorgeous. like what is your number? laugh https: and and t.co and jl6dm0qzdd,2021-08-05 16:34:37+00:00,2021-08-05,2021-31,Subway,Positive,The tweet is expressing admiration for an individual on the subway platform.
2321,2321,4635,i just had a crazy stressful experience boarding the 56 vermonter w a bike from . conflicting information from customer service and train conductors. train was ready to leave without us. actually had to holler for help. it was not cute.,2021-08-05 16:19:31+00:00,2021-08-05,2021-31,Bike,Negative,Stressful experience with conflicting information from customer service and train conductors.
2322,2322,4638,"back in nj, got my coffee (regular) and waiting on a train to montclair state. so glad there is a in secaucus station! https: and and t.co and 9797hphbbz",2021-08-05 16:03:25+00:00,2021-08-05,2021-31,Unknown,,
2323,2323,4639,"i am at mta bus 1 av &amp; e 25 st (m15 sbs) in new york, ny https: and and t.co and hmzhkgbdub",2021-08-05 16:00:48+00:00,2021-08-05,2021-31,Bus,Neutral,The tweet mentions the location of a bus stop in New York City.
2324,2324,4643,"off. ( mta subway w 4th street and washington square (a and b and c and d and e and f and m) in new york, ny) https: and and t.co and 6pcapphnds",2021-08-05 15:16:17+00:00,2021-08-05,2021-31,Subway,Positive,"The tweet mentions the MTA subway system and includes a link to a map of the system, indicating a positive sentiment towards public transportation."
2325,2325,4644,"yeah, i live in queens so the corner of 31st st and 31st ave just confuses drivers....",2021-08-05 15:15:11+00:00,2021-08-05,2021-31,Unknown,Neutral,"The tweet mentions the confusion of drivers at a specific intersection, without expressing any strong emotion."
2326,2326,4645,"very corny unmasked midwestern family on headed into manhattan. they exclusively call the subway the ""subway tunnel train""",2021-08-05 15:09:47+00:00,2021-08-05,2021-31,Subway,Negative,The family's unfamiliarity with the subway and their use of an outdated term for it suggests they are not from the city.
2327,2327,4646,"subway train. ( mta subway chambers st (a and c and e) in new york, ny) https: and and t.co and l4k5v3xjvm",2021-08-05 15:06:23+00:00,2021-08-05,2021-31,Subway,Neutral,The tweet mentions the location of a subway station and includes a link to an article about the subway.
2328,2328,4647,...but if it were just about the theft of services (face value) then why the differing penalties for commuter rail (can pay on board or even later) versus subway and bus? on select busses riders are fined even if they can show they have an unlimited metrocard or omny.,2021-08-05 15:03:17+00:00,2021-08-05,2021-31,Subway,Negative,The tweet expresses frustration with inconsistent penalties for different modes of transportation.
2329,2329,4649,what is your policy with people smoking marijuana on your carts?! becuse some people on this 6 train did not get the memo,2021-08-05 14:52:40+00:00,2021-08-05,2021-31,Subway,Negative,The tweet expresses frustration with people smoking marijuana on subway carts.
2330,2330,4650,why is the wtc bound e being held at 71st ave ?,2021-08-05 14:51:59+00:00,2021-08-05,2021-31,Subway,Negative,The tweet is expressing frustration at the delay in the WTC-bound E train.
2331,2331,4653,"i am at mta bus b39 (washington plaza lane 1) in brooklyn, ny https: and and t.co and fjs6vggqec",2021-08-05 14:29:09+00:00,2021-08-05,2021-31,Bus,Positive,"The tweet mentions the location of a bus stop in Brooklyn, indicating a positive sentiment."
2332,2332,4654,"got one! 9564, uptown! ( mta bus m1 in new york, ny) https: and and t.co and 0wuelziqmb",2021-08-05 14:26:31+00:00,2021-08-05,2021-31,Bus,Positive,"The tweet mentions the MTA bus route M1 and the user has received a notification for a bus arrival, indicating a positive sentiment."
2333,2333,4658,is the q54 not running today or something. i have been waiting since 950. why cannot this bus line ever run on time,2021-08-05 14:19:49+00:00,2021-08-05,2021-31,Bus,Negative,"The bus line is consistently late, causing frustration for the passenger."
2334,2334,4662,day 2 your on a roll today !! again i am here waiting for a bus!! where is the q54!!!!?? let us see how late i will be at work today!! yesterday was 2 hours,2021-08-05 14:08:12+00:00,2021-08-05,2021-31,Bus,Negative,"The user is frustrated with the delay in the Q54 bus, causing them to be late for work again."
2335,2335,4663,"i am at mta bus b38 and b38ltd and b44 and b44sbs bedford av &amp; lafayette av in brooklyn, ny https: and and t.co and 9cmxo8eud6",2021-08-05 14:05:19+00:00,2021-08-05,2021-31,Bus,Positive,"The tweet mentions multiple bus routes and includes a link to a map, indicating a positive sentiment towards public transportation."
2336,2336,4664,like i know this man on the 6 train is not on the last page of the odyssey rn,2021-08-05 13:47:09+00:00,2021-08-05,2021-31,Subway,Positive,"The tweet expresses amusement at the idea of someone recognizing another person on a train, implying a positive interaction."
2337,2337,4667,"once again 5 people in my car of empty train unmasked. ticket taker says bright cheerful ""good morning"" . has the heard of delta? will we ever be safe ?",2021-08-05 13:25:16+00:00,2021-08-05,2021-31,Subway,Negative,"The tweet expresses frustration and concern about the lack of mask-wearing on a train car with only 5 passengers, despite the ticket taker's cheerful greeting."
2338,2338,4668,the 1 train was far more crowded at 4pm yesterday...,2021-08-05 13:06:32+00:00,2021-08-05,2021-31,Subway,Negative,The 1 train was more crowded than usual.
2339,2339,4669,someone please explain to me why iphone had better function and reception in nyc. i literally have signal in the subway,2021-08-05 13:02:54+00:00,2021-08-05,2021-31,Subway,Neutral,The tweet-writer is curious about why their iPhone has better function and reception in the subway than usual.
2340,2340,4670,when the conductor holds the subway for you,2021-08-05 13:02:03+00:00,2021-08-05,2021-31,Subway,Positive,"The conductor held the subway for the speaker, showing consideration and care."
2341,2341,4671,"so i am on the train and i have my airdrop set to ""anybody"" and someone airdropped me a fucking dick pic",2021-08-05 12:47:39+00:00,2021-08-05,2021-31,Unknown,Negative,Receiving an unwanted and inappropriate image on a public transportation platform.
2342,2342,4673,"you can def change it right now and get some managers staffed, we are going to miss our train and bus at this rate. this is at 148 w 83rd in upper west side.",2021-08-05 12:36:40+00:00,2021-08-05,2021-31,Bus,Negative,The tweet expresses frustration at the delay in public transportation.
2343,2343,4675,"i am at mta subway jay st and metrotech (a and c and f and r) in brooklyn, ny https: and and t.co and gwkukub1ol",2021-08-05 12:15:56+00:00,2021-08-05,2021-31,Subway,Positive,"The tweet mentions the location of a subway station and the various lines available, indicating a positive sentiment towards the subway system."
2344,2344,4676,it has been over one month time. what is the delay.,2021-08-05 12:00:14+00:00,2021-08-05,2021-31,Unknown,Negative,"The delay has been ongoing for over a month, indicating frustration."
2345,2345,4685,which of the guys will open the train door for the guy who will open the train door for the governor? nonsense! https: and and t.co and alrsdz9usj,2021-08-05 05:09:45+00:00,2021-08-05,2021-31,Unknown,Neutral,The tweet is nonsensical and doesn't mention travel modes.
2346,2346,4686,dear removing garbage cans is not leading to less food consumption it is just making our already filthy train stations even filthier. and you all want to raise the fares?? gtfo. https: and and t.co and vztvplkqto,2021-08-05 04:09:39+00:00,2021-08-05,2021-31,Subway,Negative,The author is expressing frustration towards the MTA's decision to remove garbage cans from train stations.
